DataSet,Batch_No,SampleID,QC_Category,Orig_SampleID,RepeatResult,OriginalResult,GenericMethod,Element,UnitCode,SystemUnits,LimitLower,LabCode,RepeatRepeatType,OrigRepeatType,RepeatLab,RepeatBatch,RepeatMethod,MeanResult,Preferred,Hole_ID
Arizaro,MEN12003015,521942,CHECK ASSAY,521942,0.14829932,0.151,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 19
Arizaro,MEN12003015,521952,CHECK ASSAY,521952,0.267114094,0.301,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 19
Arizaro,MEN12003015,521962,CHECK ASSAY,521962,0.109150327,0.116,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 19
Arizaro,MEN12003015,521972,CHECK ASSAY,521972,0.398657718,0.396,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 20
Arizaro,MEN12003015,521982,CHECK ASSAY,521982,0.174410774,0.166,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 20
Arizaro,MEN12003022,521992,CHECK ASSAY,521992,0.107284768,0.127,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 20
Arizaro,MEN12003022,522002,CHECK ASSAY,522002,0.042857143,0.061,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 20
Arizaro,MEN12003022,522012,CHECK ASSAY,522012,0.152287582,0.154,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 20
Arizaro,MEN12003022,522022,CHECK ASSAY,522022,0.184918033,0.173,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 20
Arizaro,MEN12003044,522032,CHECK ASSAY,522032,0.164864865,0.177,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 20
Arizaro,MEN12003044,522042,CHECK ASSAY,522042,0.298064516,0.209,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 20
Arizaro,MEN12003044,522052,CHECK ASSAY,522052,0.110367893,0.148,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 20
Arizaro,MEN12003044,522062,CHECK ASSAY,522062,0.392857143,0.419,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 20
Arizaro,MEN12003045,522072,CHECK ASSAY,522072,0.135785953,0.117,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 20
Arizaro,MEN12003045,522082,CHECK ASSAY,522082,0.39205298,0.301,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 20
Arizaro,MEN12003045,522092,CHECK ASSAY,522092,0.297643098,0.308,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 20
Arizaro,MEN12003045,522102,CHECK ASSAY,522102,0.233656958,0.256,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 20
Arizaro,MEN12003039,522112,CHECK ASSAY,522112,0.703381643,0.459,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 20
Arizaro,MEN12003039,522122,CHECK ASSAY,522122,0.25170068,0.326,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 20
Arizaro,MEN12003039,522132,CHECK ASSAY,522132,0.120261438,0.143,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 21
Arizaro,MEN12003039,522142,CHECK ASSAY,522142,0.285616438,0.293,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 21
Arizaro,MEN12003039,522152,CHECK ASSAY,522152,0.181107492,0.184,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 21
Arizaro,MEN12003039,522162,CHECK ASSAY,522162,1.181144781,0.885,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 21
Arizaro,MEN12003039,522172,CHECK ASSAY,522172,0.178595318,0.224,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 21
Arizaro,MEN12003039,522182,CHECK ASSAY,522182,0.453896104,0.312,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 21
Arizaro,MEN12003039,522192,CHECK ASSAY,522192,1.03961039,0.89,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 21
Arizaro,MEN12003039,522202,CHECK ASSAY,522202,0.322818792,0.294,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 21
Arizaro,MEN12003040,522212,CHECK ASSAY,522212,0.152027027,0.186,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 21
Arizaro,MEN12003040,522222,CHECK ASSAY,522222,0.190604027,0.198,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 21
Arizaro,MEN12003040,522232,CHECK ASSAY,522232,0.444966443,0.459,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 21
Arizaro,MEN12003040,522242,CHECK ASSAY,522242,0.568316832,0.326,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 21
Arizaro,MEN12003040,522252,CHECK ASSAY,522252,0.134915254,0.244,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 21
Arizaro,MEN12003040,522262,CHECK ASSAY,522262,0.268707483,0.379,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 21
Arizaro,MEN12003040,522272,CHECK ASSAY,522272,0.699022801,0.835,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 21
Arizaro,MEN12003040,522282,CHECK ASSAY,522282,0.362886598,0.332,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 21
Arizaro,MEN12003040,522292,CHECK ASSAY,522292,0.132236842,0.142,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 21
Arizaro,MEN12003040,522302,CHECK ASSAY,522302,0.188888889,0.191,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 21
Arizaro,MEN12003041,522312,CHECK ASSAY,522312,0.242857143,0.206,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 21
Arizaro,MEN12003041,522322,CHECK ASSAY,522322,0.316721311,0.244,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 21
Arizaro,MEN12003041,522332,CHECK ASSAY,522332,0.290849673,0.235,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 21
Arizaro,MEN12003041,522342,CHECK ASSAY,522342,0.486486486,0.538,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 22
Arizaro,MEN12003041,522352,CHECK ASSAY,522352,0.108090615,0.107,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 22
Arizaro,MEN12003041,522362,CHECK ASSAY,522362,0.070945946,0.079,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 22
Arizaro,MEN12003041,522372,CHECK ASSAY,522372,0.144217687,0.161,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 22
Arizaro,MEN12003041,522382,CHECK ASSAY,522382,0.23277592,0.202,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 22
Arizaro,MEN12003041,522392,CHECK ASSAY,522392,0.139933993,0.139,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 22
Arizaro,MEN12003041,522402,CHECK ASSAY,522402,0.121967213,0.125,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 22
Arizaro,MEN12003042,522412,CHECK ASSAY,522412,0.403921569,0.155,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 22
Arizaro,MEN12003042,522422,CHECK ASSAY,522422,0.378431373,0.366,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 22
Arizaro,MEN12003042,522432,CHECK ASSAY,522432,0.198662207,0.21,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 22
Arizaro,MEN12003042,522442,CHECK ASSAY,522442,0.112131148,0.095,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 22
Arizaro,MEN12003042,522452,CHECK ASSAY,522452,0.195424837,0.199,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 22
Arizaro,MEN12003042,522462,CHECK ASSAY,522462,0.317607973,0.284,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 22
Arizaro,MEN12003042,522472,CHECK ASSAY,522472,0.186928105,0.231,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 22
Arizaro,MEN12003042,522482,CHECK ASSAY,522482,0.210884354,0.191,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 22
Arizaro,MEN12003042,522492,CHECK ASSAY,522492,0.060726073,0.106,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 23
Arizaro,MEN12003042,522502,CHECK ASSAY,522502,0.074496644,0.083,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 23
Arizaro,MEN12003043,522512,CHECK ASSAY,522512,0.229333333,0.242,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 23
Arizaro,MEN12003043,522522,CHECK ASSAY,522522,0.367105263,0.371,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 23
Arizaro,MEN12003043,522532,CHECK ASSAY,522532,0.092358804,0.111,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 23
Arizaro,MEN12003043,522542,CHECK ASSAY,522542,0.316498316,0.325,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 23
Arizaro,MEN12003043,522552,CHECK ASSAY,522552,0.062458472,0.086,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 23
Arizaro,MEN12003043,522562,CHECK ASSAY,522562,0.20330033,0.263,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 23
Arizaro,MEN12003043,522572,CHECK ASSAY,522572,0.124916944,0.131,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 23
Arizaro,MEN12003043,522582,CHECK ASSAY,522582,0.235099338,0.15,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 23
Arizaro,MEN12003068,522592,CHECK ASSAY,522592,0.044897959,0.106,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 24
Arizaro,MEN12003068,522602,CHECK ASSAY,522602,0.228378378,0.083,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 24
Arizaro,MEN12003068,522612,CHECK ASSAY,522612,0.059405941,0.242,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 24
Arizaro,MEN12003068,522622,CHECK ASSAY,522622,0.046101695,0.371,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 24
Arizaro,MEN12003068,522632,CHECK ASSAY,522632,0.312162162,0.111,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 24
Arizaro,MEN12003073,522642,CHECK ASSAY,522642,0.350993377,0.325,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 24
Arizaro,MEN12003073,522652,CHECK ASSAY,522652,0.355339806,0.086,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 24
Arizaro,MEN12003073,522662,CHECK ASSAY,522662,0.609364548,0.263,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 24
Arizaro,MEN12003073,522672,CHECK ASSAY,522672,0.317218543,0.131,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 24
Arizaro,MEN12003073,522682,CHECK ASSAY,522682,0.362962963,0.15,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 24
Arizaro,MEN12003073,522692,CHECK ASSAY,522692,1.083006536,1.038,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 24
Arizaro,MEN12003073,522702,CHECK ASSAY,522702,1.539799331,1.445,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 24
Arizaro,MEN12003073,522712,CHECK ASSAY,522712,1.137254902,1.276,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 24
Arizaro,MEN12003073,522722,CHECK ASSAY,522722,0.798679868,0.778,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 24
Arizaro,MEN12003073,522732,CHECK ASSAY,522732,0.329333333,0.363,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 24
Arizaro,MEN12003073,522742,CHECK ASSAY,522742,0.059210526,0.056,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 25
Arizaro,MEN12003073,522752,CHECK ASSAY,522752,-0.01,0.027,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 25
Arizaro,MEN12003073,522762,CHECK ASSAY,522762,0.258389262,0.247,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 25
Arizaro,MEN12003073,522772,CHECK ASSAY,522772,0.043564356,0.058,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 25
Arizaro,MEN12003073,522782,CHECK ASSAY,522782,0.153094463,0.139,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 25
Arizaro,MEN12003073,522792,CHECK ASSAY,522792,0.061038961,0.054,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 25
Arizaro,MEN12003114,522802,CHECK ASSAY,522802,0.32559727,0.338,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 25
Arizaro,MEN12003114,522812,CHECK ASSAY,522812,0.41443299,0.486,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 25
Arizaro,MEN12003114,522822,CHECK ASSAY,522822,0.087417219,0.092,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 25
Arizaro,MEN12003114,522832,CHECK ASSAY,522832,0.384313725,0.39,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 25
Arizaro,MEN12003114,522842,CHECK ASSAY,522842,0.207973422,0.21,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 25
Arizaro,MEN12003134,522852,CHECK ASSAY,522852,0.101324503,0.088,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 26
Arizaro,MEN12003134,522862,CHECK ASSAY,522862,0.163513514,0.173,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 26
Arizaro,MEN12003134,522872,CHECK ASSAY,522872,0.077288136,0.105,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 26
Arizaro,MEN12003134,522882,CHECK ASSAY,522882,0.228666667,0.244,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 26
Arizaro,MEN12003134,522892,CHECK ASSAY,522892,0.051655629,0.059,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 26
Arizaro,MEN12003191,522902,CHECK ASSAY,522902,0.226229508,0.192,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 26
Arizaro,MEN12003191,522912,CHECK ASSAY,522912,0.201960784,0.167,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 26
Arizaro,MEN12003191,522922,CHECK ASSAY,522922,0.095049505,0.067,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 26
Arizaro,MEN12003191,522932,CHECK ASSAY,522932,0.092409241,0.076,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 26
Arizaro,MEN12003191,522942,CHECK ASSAY,522942,0.230618893,0.242,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 27
Arizaro,MEN13000002,522952,CHECK ASSAY,522952,0.096928328,0.116,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 27
Arizaro,MEN13000002,522962,CHECK ASSAY,522962,2.014715719,1.892,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 27
Arizaro,MEN13000002,522972,CHECK ASSAY,522972,0.805351171,0.766,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 27
Arizaro,MEN13000002,522982,CHECK ASSAY,522982,0.232467532,0.255,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 27
Arizaro,MEN13000002,522992,CHECK ASSAY,522992,0.136842105,0.133,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 27
Arizaro,MEN13000002,523002,CHECK ASSAY,523002,0.248666667,0.278,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 27
Arizaro,MEN13000002,523012,CHECK ASSAY,523012,0.157377049,0.147,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 27
Arizaro,MEN13000002,523022,CHECK ASSAY,523022,0.11465798,0.08,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 27
Arizaro,MEN13000002,523032,CHECK ASSAY,523032,0.060135135,0.057,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 27
Arizaro,MEN13000002,523042,CHECK ASSAY,523042,0.433552632,0.398,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 28
Arizaro,MEN13000002,523052,CHECK ASSAY,523052,1.190879479,1.445,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 28
Arizaro,MEN13000002,523062,CHECK ASSAY,523062,0.139534884,0.159,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 28
Arizaro,MEN13000002,523072,CHECK ASSAY,523072,0.407284768,0.553,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 28
Arizaro,MEN13000002,523082,CHECK ASSAY,523082,0.263398693,0.249,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 28
Arizaro,MEN13000003,523092,CHECK ASSAY,523092,0.565771812,0.952,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 28
Arizaro,MEN13000003,523102,CHECK ASSAY,523102,0.666,0.398,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 28
Arizaro,MEN13000003,523112,CHECK ASSAY,523112,0.127210884,0.116,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 28
Arizaro,MEN13000003,523122,CHECK ASSAY,523122,0.023728814,0.033,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 28
Arizaro,MEN13000003,523132,CHECK ASSAY,523132,0.018060201,0.017,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 28
Arizaro,MEN13000003,523142,CHECK ASSAY,523142,0.259459459,0.259,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 28
Arizaro,MEN13000003,523152,CHECK ASSAY,523152,0.033333333,0.033,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 29
Arizaro,MEN13000003,523162,CHECK ASSAY,523162,0.181290323,0.209,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 29
Arizaro,MEN13000003,523172,CHECK ASSAY,523172,0.057807309,0.04,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 29
Arizaro,MEN13000003,523182,CHECK ASSAY,523182,0.038436482,0.04,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 29
Arizaro,MEN13000003,523192,CHECK ASSAY,523192,0.067785235,0.064,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 29
Arizaro,MEN13000003,523202,CHECK ASSAY,523202,0.441558442,0.552,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 29
Arizaro,MEN13000003,523212,CHECK ASSAY,523212,0.079867987,0.083,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 29
Arizaro,MEN13000003,523222,CHECK ASSAY,523222,0.113898305,0.112,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 29
Arizaro,MEN13000003,523232,CHECK ASSAY,523232,0.064238411,0.064,M13587,Au,ppm,ppm,0.01,ACME,,,,M13587,,,,ARD 29
